Perfil,Vacantes_name,Vacantes_Empresa,Vacantes_Lugar,Vacantes_Fecha,Vacantes_Descripcion,Vacantes_Sueldo,Vacantes_Estrellas
Desarrollador Software,Desarrollador JavaScript,Bizzlinker,"Guadalajara, Jal.",hace 14 días,"1 año de experiencia en desarrollo de software.
Ingeniero en computación o afín.","$10,000 - $15,000 al mes",3.9
Desarrollador Software,Desarrollador FullStack,Aumenta Software Development,Remoto,hace 30+ días,"Experiencia en desarrollo de aplicaciones Web (MVC, TypeScript o JavaScript, HTML, CSS).
Experiencia en el desarrollo de Web Services y API RESTful en C# .NET.","$10,000 - $15,000 al mes",4
Desarrollador Software,Desarrollador Java,Grupo Castores,"León, Gto.",hace 25 días,"Experiencia: 1 año desarrollando en los siguientes lenguajes Java, Node JS, Angular.","$15,000 - $20,000 al mes",3.9
Desarrollador Software,Desarrollador .Net Core con Azure,GTA Telecom de México,Remoto,hace 24 días,"Experiencia porbada como desarrollador .Net.
Escribir código limpio y escalable usando los lenguajes de programación .Net.
Net (ej. C#) y HTML5 / CSS3.","$50,000 - $60,000 al mes",3.9
Desarrollador Software,Desarrollador,Acierta Software,"Colonia Escandón, CDMX",hace 30+ días,"Net, conocimiento en Netbeans, Persistencia, JDBC, modelo MVC.
De lunes a viernes de 9 a 18 hrs.","$80,000 - $90,000 al año",3.7
Desarrollador Software,DESARROLLADOR FULL STACK,Working Mexico Headhunter,Remoto,hace 19 días,"+5 años de experiencia en programando como Full Stack Engineer.
Desarrollo y mantenimiento de Rest APIs con node.js, C#.
Bases de datos: SQL y NoSQL.","$80,000 - $90,000 al año",4
Desarrollador Software,Especialista Jr Arquitectura de Datos,GNP,"Coyoacán, CDMX",hace 30+ días,"Sistemas operativos, lenguajes de programación y herramientas para el desarrollo de software requeridos para la especialidad del puesto: JAVA, SQL, GOOGLE CLOUD…","$20,000 - $25,000 al mes",3.9
Desarrollador Software,Front End Software Engineer,YAYDOO,Remoto,hace 30+ días,"Mentorear y apoyar desarrolladores Junior y Semi Senior.
Construir código y librerías reutilizables para uso futuro.
Conocimientos básicos en diseño UI y UX.","$50,000 - $60,000 al mes",4.6
Desarrollador Software,Desarrollador .NET,Pypol Soluciones,"Miguel Hidalgo, CDMX•Remoto",hace 30+ días,"NET Bilingüe (Home Office) para trabajar con uno de sus principales clientes.
Analizar, diseñar, construir y probar soluciones empresariales utilizando…","$50,000 - $60,000 al mes",3.5
Desarrollador Software,Desarrollador de Nuevas Tecnologias,Corporativo Grupo Salinas,"Tlalpan, CDMX",hace 30+ días,"Generar código de programación de software.
Analizar los requerimientos tecnológicos y ejecutar las reglas de cliente para la correcta construcción del software…","$60,000 - $70,000 al año",5
Desarrollador Software,Programador .NET MVC,Atlantia Search,Remoto,hace 30+ días,"Somos un equipo interdisciplinario compuesto de desarrolladores y diseñadores que colaboran para crear productos usables, innovadores y de alta calidad.","$25,000 - $30,000 al mes",3.8
Desarrollador Software,BASE DE DATOS,Tienda NEto,"Cuajimalpa, CDMX",hace 26 días,"Ingeniería en Informática, Sistemas Computacionales, Ciencias de la Computación.
Experiencia mínima de 7 años en el puesto.
Manejo de PL/SQL Oracle.","$45,000 - $50,000 al mes",1.8
Desarrollador Software,Desarrollador Java USA / Visa TN Patrocinada,Indus Software Solutions,"San Pedro Garza García, N. L.",hace 13 días,"Develop or Customize the application while maintaining the overall architecture of the application.
Maintain quality and ensure responsiveness of applications.","$45,000 - $50,000 al mes",4
Desarrollador Software,Desarrollador Java de Microservicios,Corporativo Grupo Salinas,"Tlalpan, CDMX",hace 30+ días,"Generar código de programación de software.
Analizar los requerimientos tecnológicos y ejecutar las reglas de cliente para la correcta construcción del software…","$40,000 - $45,000 al mes",4.6
Desarrollador Software,Programador JavaScript Jr,KODE IT,"Benito Juárez, CDMX",hace 4 días,"DOS (2) AÑOS realizando funciones de desarrollador o programador JavaScript.
Análisis de requerimientos en proyectos de desarrollo de software.","$20,000 - $25,000 al mes",3.9
Desarrollador Software,Desarrollador junior,Grupo Orsa,"Miguel Hidalgo, CDMX",hace 20 días,"I ngeniería, Licenciatura en Matemáticas Aplicadas, en Computación, Informática o área afín, titulado o pasante o con experiencia de al menos dos años en el…","$20,000 - $25,000 al mes",3.2
Desarrollador Software,Desarrolladora Semi SR,Grupo Orsa,"Miguel Hidalgo, CDMX",hace 14 días,"I ngeniería, Licenciatura , en Computación, Informática o área afín, titulado o pasante o con experiencia de al menos 3 años.","$25,000 - $30,000 al mes",3.6
Desarrollador Software,Desarrollador JAVA Sr / Home Office Permanente,Gonet,Remoto,hace 30+ días,"Conocimiento de Metodologías y frameworks ágiles de Desarrollo de Software (UML, SCRUM).
Si cumples con el perfil, postúlate por este medio, envíanos tu CV al…","$25,000 - $30,000 al mes",4.2
Desarrollador Software,DESARROLLADOR BACK END SR,Lumina Software,Desde casa,hace 30+ días,"Tenemos vacante para importante cliente internacional, excelente ambiente de trabajo y home office temporal por Covid.","$45,000 - $50,000 al mes",3.9
Desarrollador Software,Desarrollador,KUSHKI,Remoto,hace 30+ días,"Nuestro objetivo no es contratar grandes especialistas en nuestros lenguajes centrales, buscamos pasión por el software y habilidad para resolver problemas.","$45,000 - $50,000 al mes",3.3
Desarrollador Software,Developer Shopify,ArkusNexus,Remoto,hace 30+ días,"Una persona que disfruta del trabajo en equipo, o lidera uno; que quiera seguir aprendiendo, compartir sus experiencias con sus compañeros y que busque marcar…","$40,000 - $45,000 al mes",3.2
Desarrollador Software,Desarrollador Avanzado Lenguaje C,DXC Technology,Remoto,hace 30+ días,La persona candidata a este puesto será responsable del desarrollo y mantenimiento de múltiples aplicaciones de alta disponibilidad para el cliente.,"$50,000 - $60,000 al mes",3.5
Desarrollador Software,Desarrollador de Informática,CAPITAL EMPRESARIAL HORIZONTE SA DE CV,"Querétaro, Qro.",hace 30+ días,"Experiencia en planificar y conducir actualizaciones de software informática, implementación de Hot fixes y actividades de mantenimiento.","$70,000 - $80,000 al año",4
Desarrollador Software,Desarrollador,Murguía Consultores,"Álvaro Obregón, CDMX",hace 12 días,"2 Manejo de base de datos SQL Server, vistas stored procedures.
3 Desarrollo y consumo de servicio web (rest soap).
HTML5, CSS3, JS (medio-avanzado).","$25,000 - $30,000 al mes",3.2
Desarrollador Software,Desarrollador WEB,Getecsa,"Monterrey, N. L.+1 ubicación",hace 30+ días,"Data Transformation Service (SQL 2000, 2012).","$25,000 - $30,000 al mes",4.2
Desarrollador Software,Desarrollador .NET,Ulfix,"Miguel Hidalgo, CDMX",hace 30+ días,"NET o desarrollador de aplicaciones.
NET para producir soluciones de software escalables.
NET, debes sentirte cómodo con los lenguajes de programación de front…","$25,000 - $30,000 al mes",2.5
Desarrollador Software,DESARROLLADOR GENERICO JAVA,Corporativo Grupo Salinas,"Tlalpan, CDMX",hace 7 días,"Diseñar y construir de manera transparente, colaborativa, segura y con altos estándares de calidad soluciones tecnológicas mediante la construcción de una…","$35,000 - $40,000 al mes",4
Desarrollador Software,Infraestructura de software,FACTUMEX,"Miguel Hidalgo, CDMX•Remoto",hace 25 días,"Empresa española de servicios de seguridad y comunicaciones.
Estamos presentes en grandes y reconocidos clientes con presencia en Europa y Latinoamérica.","$35,000 - $40,000 al mes",3.9
